Passengerid,Age,Fare,Sex,sibsp,Parch,Pclass,Embarked,Survived
441,45,26.25,F,1,1,2a,Southampton,1
442,20,9.5,M,0,0,3a,Southampton,0
443,25,7775,M,1,0,3a,Southampton,0
444,28,13,F,0,0,2a,Southampton,1
445,28,8.1125,M,0,0,3a,Southampton,1
446,4,81.8583,M,0,2,1a,Southampton,1
447,13,19.5,F,0,1,2a,Southampton,1
448,34,26.55,M,0,0,1a,Southampton,1
449,5,19.2583,F,2,1,3a,Cherbourg,1
450,52,30.5,M,0,0,1a,Southampton,1
451,36,27.75,M,1,2,2a,Southampton,0
452,28,19.9667,M,1,0,3a,Southampton,0
453,30,27.75,M,0,0,1a,Cherbourg,0
454,49,89.1042,M,1,0,1a,Cherbourg,1
455,28,8.05,M,0,0,3a,Southampton,0
456,29,7.8958,M,0,0,3a,Cherbourg,1
457,65,26.55,M,0,0,1a,Southampton,0
458,28,51.8625,F,1,0,1a,Southampton,1
459,50,10.5,F,0,0,2a,Southampton,1
460,28,7.75,M,0,0,3a,Queenstown,0
461,48,26.55,M,0,0,1a,Southampton,1
462,34,8.05,M,0,0,3a,Southampton,0
463,47,38.5,M,0,0,1a,Southampton,0
464,48,13,M,0,0,2a,Southampton,0
465,28,8.05,M,0,0,3a,Southampton,0
466,38,7.05,M,0,0,3a,Southampton,0
467,28,0,M,0,0,2a,Southampton,0
468,56,26.55,M,0,0,1a,Southampton,0
469,28,7725,M,0,0,3a,Queenstown,0
470,0.75,19.2583,F,2,1,3a,Cherbourg,1
471,28,7.25,M,0,0,3a,Southampton,0
472,38,8.6625,M,0,0,3a,Southampton,0
473,33,27.75,F,1,2,2a,Southampton,1
474,23,13.7917,F,0,0,2a,Cherbourg,1
475,22,9.8375,F,0,0,3a,Southampton,0
476,28,52,M,0,0,1a,Southampton,0
477,34,21,M,1,0,2a,Southampton,0
478,29,7.0458,M,1,0,3a,Southampton,0
479,22,7.5208,M,0,0,3a,Southampton,0
480,2,12.2875,F,0,1,3a,Southampton,1
481,9,46.9,M,5,2,3a,Southampton,0
482,28,0,M,0,0,2a,Southampton,0
483,50,8.05,M,0,0,3a,Southampton,0
484,63,9.5875,F,0,0,3a,Southampton,1
485,25,91.0792,M,1,0,1a,Cherbourg,1
486,28,25.4667,F,3,1,3a,Southampton,0
487,35,90,F,1,0,1a,Southampton,1
488,58,29.7,M,0,0,1a,Cherbourg,0
489,30,8.05,M,0,0,3a,Southampton,0
490,9,15.9,M,1,1,3a,Southampton,1
491,28,19.9667,M,1,0,3a,Southampton,0
492,21,7.25,M,0,0,3a,Southampton,0
493,55,30.5,M,0,0,1a,Southampton,0
494,71,49.5042,M,0,0,1a,Cherbourg,0
495,21,8.05,M,0,0,3a,Southampton,0
496,28,14.4583,M,0,0,3a,Cherbourg,0
497,54,78.2667,F,1,0,1a,Cherbourg,1
498,28,15.1,M,0,0,3a,Southampton,0
499,25,151.55,F,1,2,1a,Southampton,0
500,24,7.7958,M,0,0,3a,Southampton,0
501,17,8.6625,M,0,0,3a,Southampton,0
502,21,7.75,F,0,0,3a,Queenstown,0
503,28,7.6292,F,0,0,3a,Queenstown,0
504,37,9.5875,F,0,0,3a,Southampton,0
505,16,86.5,F,0,0,1a,Southampton,1
506,18,108.9,M,1,0,1a,Cherbourg,0
507,33,26,F,0,2,2a,Southampton,1
508,28,26.55,M,0,0,1a,Southampton,1
509,28,22525,M,0,0,3a,Southampton,0
510,26,56.4958,M,0,0,3a,Southampton,1
511,29,7.75,M,0,0,3a,Queenstown,1
512,28,8.05,M,0,0,3a,Southampton,0
513,36,26.2875,M,0,0,1a,Southampton,1
514,54,59.4,F,1,0,1a,Cherbourg,1
515,24,7.4958,M,0,0,3a,Southampton,0
516,47,34.0208,M,0,0,1a,Southampton,0
517,34,10.5,F,0,0,2a,Southampton,1
518,28,24.15,M,0,0,3a,Queenstown,0
519,36,26,F,1,0,2a,Southampton,1
520,32,7.8958,M,0,0,3a,Southampton,0
521,30,93.5,F,0,0,1a,Southampton,1
522,22,7.8958,M,0,0,3a,Southampton,0
523,28,7225,M,0,0,3a,Cherbourg,0
524,44,57.9792,F,0,1,1a,Cherbourg,1
525,28,7.2292,M,0,0,3a,Cherbourg,0
526,40.5,7.75,M,0,0,3a,Queenstown,0
527,50,10.5,F,0,0,2a,Southampton,1
528,28,221.7792,M,0,0,1a,Southampton,0
529,39,7925,M,0,0,3a,Southampton,0
530,23,11.5,M,2,1,2a,Southampton,0
531,2,26,F,1,1,2a,Southampton,1
532,28,7.2292,M,0,0,3a,Cherbourg,0
533,17,7.2292,M,1,1,3a,Cherbourg,0
534,28,22.3583,F,0,2,3a,Cherbourg,1
535,30,8.6625,F,0,0,3a,Southampton,0
536,7,26.25,F,0,2,2a,Southampton,1
537,45,26.55,M,0,0,1a,Southampton,0
538,30,106425,F,0,0,1a,Cherbourg,1
539,28,14.5,M,0,0,3a,Southampton,0
540,22,49.5,F,0,2,1a,Cherbourg,1
541,36,71,F,0,2,1a,Southampton,1
542,9,31275,F,4,2,3a,Southampton,0
543,11,31275,F,4,2,3a,Southampton,0
544,32,26,M,1,0,2a,Southampton,1
545,50,106425,M,1,0,1a,Cherbourg,0
546,64,26,M,0,0,1a,Southampton,0
547,19,26,F,1,0,2a,Southampton,1
548,28,13.8625,M,0,0,2a,Cherbourg,1
549,33,20525,M,1,1,3a,Southampton,0
550,8,36.75,M,1,1,2a,Southampton,1
551,17,110.8833,M,0,2,1a,Cherbourg,1
552,27,26,M,0,0,2a,Southampton,0
553,28,7.8292,M,0,0,3a,Queenstown,0
554,22,7225,M,0,0,3a,Cherbourg,1
555,22,7775,F,0,0,3a,Southampton,1
556,62,26.55,M,0,0,1a,Southampton,0
557,48,39.6,F,1,0,1a,Cherbourg,1
558,28,227525,M,0,0,1a,Cherbourg,0
559,39,79.65,F,1,1,1a,Southampton,1
560,36,17.4,F,1,0,3a,Southampton,1
561,28,7.75,M,0,0,3a,Queenstown,0
562,40,7.8958,M,0,0,3a,Southampton,0
563,28,13.5,M,0,0,2a,Southampton,0
564,28,8.05,M,0,0,3a,Southampton,0
565,28,8.05,F,0,0,3a,Southampton,0
566,24,24.15,M,2,0,3a,Southampton,0
567,19,7.8958,M,0,0,3a,Southampton,0
568,29,21075,F,0,4,3a,Southampton,0
569,28,7.2292,M,0,0,3a,Cherbourg,0
570,32,7.8542,M,0,0,3a,Southampton,1
571,62,10.5,M,0,0,2a,Southampton,1
572,53,51.4792,F,2,0,1a,Southampton,1
573,36,26.3875,M,0,0,1a,Southampton,1
574,28,7.75,F,0,0,3a,Queenstown,1
575,16,8.05,M,0,0,3a,Southampton,0
576,19,14.5,M,0,0,3a,Southampton,0
577,34,13,F,0,0,2a,Southampton,1
578,39,55.9,F,1,0,1a,Southampton,1
579,28,14.4583,F,1,0,3a,Cherbourg,0
580,32,7925,M,0,0,3a,Southampton,1
581,25,30,F,1,1,2a,Southampton,1
582,39,110.8833,F,1,1,1a,Cherbourg,1
583,54,26,M,0,0,2a,Southampton,0
584,36,40125,M,0,0,1a,Cherbourg,0
585,28,8.7125,M,0,0,3a,Cherbourg,0
586,18,79.65,F,0,2,1a,Southampton,1
587,47,15,M,0,0,2a,Southampton,0
588,60,79.2,M,1,1,1a,Cherbourg,1
589,22,8.05,M,0,0,3a,Southampton,0
590,28,8.05,M,0,0,3a,Southampton,0
591,35,7125,M,0,0,3a,Southampton,0
592,52,78.2667,F,1,0,1a,Cherbourg,1
593,47,7.25,M,0,0,3a,Southampton,0
594,28,7.75,F,0,2,3a,Queenstown,0
595,37,26,M,1,0,2a,Southampton,0
596,36,24.15,M,1,1,3a,Southampton,0
597,28,33,F,0,0,2a,Southampton,1
598,49,0,M,0,0,3a,Southampton,0
599,28,7225,M,0,0,3a,Cherbourg,0
600,49,56.9292,M,1,0,1a,Cherbourg,1
601,24,27,F,2,1,2a,Southampton,1
602,28,7.8958,M,0,0,3a,Southampton,0
603,28,42.4,M,0,0,1a,Southampton,0
604,44,8.05,M,0,0,3a,Southampton,0
605,35,26.55,M,0,0,1a,Cherbourg,1
606,36,15.55,M,1,0,3a,Southampton,0
607,30,7.8958,M,0,0,3a,Southampton,0
608,27,30.5,M,0,0,1a,Southampton,1
609,22,41.5792,F,1,2,2a,Cherbourg,1
610,40,153.4625,F,0,0,1a,Southampton,1
611,39,31275,F,1,5,3a,Southampton,0
612,28,7.05,M,0,0,3a,Southampton,0
613,28,15.5,F,1,0,3a,Queenstown,1
614,28,7.75,M,0,0,3a,Queenstown,0
615,35,8.05,M,0,0,3a,Southampton,0
616,24,65,F,1,2,2a,Southampton,1
617,34,14.4,M,1,1,3a,Southampton,0
618,26,16.1,F,1,0,3a,Southampton,0
619,4,39,F,2,1,2a,Southampton,1
620,26,10.5,M,0,0,2a,Southampton,0
621,27,14.4542,M,1,0,3a,Cherbourg,0
622,42,52.5542,M,1,0,1a,Southampton,1
623,20,15.7417,M,1,1,3a,Cherbourg,1
624,21,7.8542,M,0,0,3a,Southampton,0
625,21,16.1,M,0,0,3a,Southampton,0
626,61,32.3208,M,0,0,1a,Southampton,0
627,57,12.35,M,0,0,2a,Queenstown,0
628,21,77.9583,F,0,0,1a,Southampton,1
629,26,7.8958,M,0,0,3a,Southampton,0
630,28,7.7333,M,0,0,3a,Queenstown,0
631,80,30,M,0,0,1a,Southampton,1
632,51,7.0542,M,0,0,3a,Southampton,0
633,32,30.5,M,0,0,1a,Cherbourg,1
634,28,0,M,0,0,1a,Southampton,0
635,9,27.9,F,3,2,3a,Southampton,0
636,28,13,F,0,0,2a,Southampton,1
637,32,7925,M,0,0,3a,Southampton,0
638,31,26.25,M,1,1,2a,Southampton,0
639,41,39.6875,F,0,5,3a,Southampton,0
640,28,16.1,M,1,0,3a,Southampton,0
641,20,7.8542,M,0,0,3a,Southampton,0
642,24,69.3,F,0,0,1a,Cherbourg,1
643,2,27.9,F,3,2,3a,Southampton,0
644,28,56.4958,M,0,0,3a,Southampton,1
645,0.75,19.2583,F,2,1,3a,Cherbourg,1
646,48,76.7292,M,1,0,1a,Cherbourg,1
647,19,7.8958,M,0,0,3a,Southampton,0
648,56,35.5,M,0,0,1a,Cherbourg,1
649,28,7.55,M,0,0,3a,Southampton,0
650,23,7.55,F,0,0,3a,Southampton,1
651,28,7.8958,M,0,0,3a,Southampton,0
652,18,23,F,0,1,2a,Southampton,1
653,21,8.4333,M,0,0,3a,Southampton,0
654,28,7.8292,F,0,0,3a,Queenstown,1
655,18,6.75,F,0,0,3a,Queenstown,0
656,24,73.5,M,2,0,2a,Southampton,0
657,28,7.8958,M,0,0,3a,Southampton,0
658,32,15.5,F,1,1,3a,Queenstown,0
659,23,13,M,0,0,2a,Southampton,0
660,58,113275,M,0,2,1a,Cherbourg,0
661,50,133.65,M,2,0,1a,Southampton,1
662,40,7225,M,0,0,3a,Cherbourg,0
663,47,25.5875,M,0,0,1a,Southampton,0
664,36,7.4958,M,0,0,3a,Southampton,0
665,20,7925,M,1,0,3a,Southampton,1
666,32,73.5,M,2,0,2a,Southampton,0
667,25,13,M,0,0,2a,Southampton,0
668,28,7775,M,0,0,3a,Southampton,0
669,43,8.05,M,0,0,3a,Southampton,0
670,28,52,F,1,0,1a,Southampton,1
671,40,39,F,1,1,2a,Southampton,1
672,31,52,M,1,0,1a,Southampton,0
673,70,10.5,M,0,0,2a,Southampton,0
674,31,13,M,0,0,2a,Southampton,1
675,28,0,M,0,0,2a,Southampton,0
676,18,7775,M,0,0,3a,Southampton,0
677,24.5,8.05,M,0,0,3a,Southampton,0
678,18,9.8417,F,0,0,3a,Southampton,1
679,43,46.9,F,1,6,3a,Southampton,0
680,36,512.3292,M,0,1,1a,Cherbourg,1
681,28,8.1375,F,0,0,3a,Queenstown,0
682,27,76.7292,M,0,0,1a,Cherbourg,1
683,20,9225,M,0,0,3a,Southampton,0
684,14,46.9,M,5,2,3a,Southampton,0
685,60,39,M,1,1,2a,Southampton,0
686,25,41.5792,M,1,2,2a,Cherbourg,0
687,14,39.6875,M,4,1,3a,Southampton,0
688,19,10.1708,M,0,0,3a,Southampton,0
689,18,7.7958,M,0,0,3a,Southampton,0
690,15,211.3375,F,0,1,1a,Southampton,1
691,31,57,M,1,0,1a,Southampton,1
692,4,13.4167,F,0,1,3a,Cherbourg,1
693,28,56.4958,M,0,0,3a,Southampton,1
694,25,7225,M,0,0,3a,Cherbourg,0
695,60,26.55,M,0,0,1a,Southampton,0
696,52,13.5,M,0,0,2a,Southampton,0
697,44,8.05,M,0,0,3a,Southampton,0
698,28,7.7333,F,0,0,3a,Queenstown,1
699,49,110.8833,M,1,1,1a,Cherbourg,0
700,42,7.65,M,0,0,3a,Southampton,0
701,18,227525,F,1,0,1a,Cherbourg,1
702,35,26.2875,M,0,0,1a,Southampton,1
703,18,14.4542,F,0,1,3a,Cherbourg,0
704,25,7.7417,M,0,0,3a,Queenstown,0
705,26,7.8542,M,1,0,3a,Southampton,0
706,39,26,M,0,0,2a,Southampton,0
707,45,13.5,F,0,0,2a,Southampton,1
708,42,26.2875,M,0,0,1a,Southampton,1
709,22,151.55,F,0,0,1a,Southampton,1
710,28,15.2458,M,1,1,3a,Cherbourg,1
711,24,49.5042,F,0,0,1a,Cherbourg,1
712,28,26.55,M,0,0,1a,Southampton,0
713,48,52,M,1,0,1a,Southampton,1
714,29,9.4833,M,0,0,3a,Southampton,0
715,52,13,M,0,0,2a,Southampton,0
716,19,7.65,M,0,0,3a,Southampton,0
717,38,227525,F,0,0,1a,Cherbourg,1
718,27,10.5,F,0,0,2a,Southampton,1
719,28,15.5,M,0,0,3a,Queenstown,0
720,33,7775,M,0,0,3a,Southampton,0
721,6,33,F,0,1,2a,Southampton,1
722,17,7.0542,M,1,0,3a,Southampton,0
723,34,13,M,0,0,2a,Southampton,0
724,50,13,M,0,0,2a,Southampton,0
725,27,53.1,M,1,0,1a,Southampton,1
726,20,8.6625,M,0,0,3a,Southampton,0
727,30,21,F,3,0,2a,Southampton,1
728,28,7.7375,F,0,0,3a,Queenstown,1
729,25,26,M,1,0,2a,Southampton,0
730,25,7925,F,1,0,3a,Southampton,0
731,29,211.3375,F,0,0,1a,Southampton,1
732,11,18.7875,M,0,0,3a,Cherbourg,0
733,28,0,M,0,0,2a,Southampton,0
734,23,13,M,0,0,2a,Southampton,0
735,23,13,M,0,0,2a,Southampton,0
736,28.5,16.1,M,0,0,3a,Southampton,0
737,48,34375,F,1,3,3a,Southampton,0
738,35,512.3292,M,0,0,1a,Cherbourg,1
739,28,7.8958,M,0,0,3a,Southampton,0
740,28,7.8958,M,0,0,3a,Southampton,0
741,28,30,M,0,0,1a,Southampton,1
742,36,78.85,M,1,0,1a,Southampton,0
743,21,262375,F,2,2,1a,Cherbourg,1
744,24,16.1,M,1,0,3a,Southampton,0
745,31,7925,M,0,0,3a,Southampton,1
746,70,71,M,1,1,1a,Southampton,0
747,16,20.25,M,1,1,3a,Southampton,0
748,30,13,F,0,0,2a,Southampton,1
749,19,53.1,M,1,0,1a,Southampton,0
750,31,7.75,M,0,0,3a,Queenstown,0
751,4,23,F,1,1,2a,Southampton,1
752,6,12475,M,0,1,3a,Southampton,1
753,33,9.5,M,0,0,3a,Southampton,0
754,23,7.8958,M,0,0,3a,Southampton,0
755,48,65,F,1,2,2a,Southampton,1
756,0.67,14.5,M,1,1,2a,Southampton,1
757,28,7.7958,M,0,0,3a,Southampton,0
758,18,11.5,M,0,0,2a,Southampton,0
759,34,8.05,M,0,0,3a,Southampton,0
760,33,86.5,F,0,0,1a,Southampton,1
761,28,14.5,M,0,0,3a,Southampton,0
762,41,7125,M,0,0,3a,Southampton,0
763,20,7.2292,M,0,0,3a,Cherbourg,1
764,36,120,F,1,2,1a,Southampton,1
765,16,7775,M,0,0,3a,Southampton,0
766,51,77.9583,F,1,0,1a,Southampton,1
767,28,39.6,M,0,0,1a,Cherbourg,0
768,30.5,7.75,F,0,0,3a,Queenstown,0
769,28,24.15,M,1,0,3a,Queenstown,0
770,32,8.3625,M,0,0,3a,Southampton,0
771,24,9.5,M,0,0,3a,Southampton,0
772,48,7.8542,M,0,0,3a,Southampton,0
773,57,10.5,F,0,0,2a,Southampton,0
774,28,7225,M,0,0,3a,Cherbourg,0
775,54,23,F,1,3,2a,Southampton,1
776,18,7.75,M,0,0,3a,Southampton,0
777,28,7.75,M,0,0,3a,Queenstown,0
778,5,12475,F,0,0,3a,Southampton,1
779,28,7.7375,M,0,0,3a,Queenstown,0
780,43,211.3375,F,0,1,1a,Southampton,1
781,13,7.2292,F,0,0,3a,Cherbourg,1
782,17,57,F,1,0,1a,Southampton,1
783,29,30,M,0,0,1a,Southampton,0
784,28,23.45,M,1,2,3a,Southampton,0
785,25,7.05,M,0,0,3a,Southampton,0
786,25,7.25,M,0,0,3a,Southampton,0
787,18,7.4958,F,0,0,3a,Southampton,1
788,8,29125,M,4,1,3a,Queenstown,0
789,1,20575,M,1,2,3a,Southampton,1
790,46,79.2,M,0,0,1a,Cherbourg,0
791,28,7.75,M,0,0,3a,Queenstown,0
792,16,26,M,0,0,2a,Southampton,0
793,28,69.55,F,8,2,3a,Southampton,0
794,28,30.6958,M,0,0,1a,Cherbourg,0
795,25,7.8958,M,0,0,3a,Southampton,0
796,39,13,M,0,0,2a,Southampton,0
797,49,25.9292,F,0,0,1a,Southampton,1
798,31,8.6833,F,0,0,3a,Southampton,1
799,30,7.2292,M,0,0,3a,Cherbourg,0
800,30,24.15,F,1,1,3a,Southampton,0
801,34,13,M,0,0,2a,Southampton,0
802,31,26.25,F,1,1,2a,Southampton,1
803,11,120,M,1,2,1a,Southampton,1
804,0.42,8.5167,M,0,1,3a,Cherbourg,1
805,27,6975,M,0,0,3a,Southampton,1
806,31,7775,M,0,0,3a,Southampton,0
807,39,0,M,0,0,1a,Southampton,0
808,18,7775,F,0,0,3a,Southampton,0
809,39,13,M,0,0,2a,Southampton,0
810,33,53.1,F,1,0,1a,Southampton,1
811,26,7.8875,M,0,0,3a,Southampton,0
812,39,24.15,M,0,0,3a,Southampton,0
813,35,10.5,M,0,0,2a,Southampton,0
814,6,31275,F,4,2,3a,Southampton,0
815,30.5,8.05,M,0,0,3a,Southampton,0
816,28,0,M,0,0,1a,Southampton,0
817,23,7925,F,0,0,3a,Southampton,0
818,31,37.0042,M,1,1,2a,Cherbourg,0
819,43,6.45,M,0,0,3a,Southampton,0
820,10,27.9,M,3,2,3a,Southampton,0
821,52,93.5,F,1,1,1a,Southampton,1
822,27,8.6625,M,0,0,3a,Southampton,1
823,38,0,M,0,0,1a,Southampton,0
824,27,12475,F,0,1,3a,Southampton,1
825,2,39.6875,M,4,1,3a,Southampton,0
826,28,6.95,M,0,0,3a,Queenstown,0
827,28,56.4958,M,0,0,3a,Southampton,0
828,1,37.0042,M,0,2,2a,Cherbourg,1
829,28,7.75,M,0,0,3a,Queenstown,1
830,62,80,F,0,0,1a,,1
831,15,14.4542,F,1,0,3a,Cherbourg,1
832,0.83,18.75,M,1,1,2a,Southampton,1
833,28,7.2292,M,0,0,3a,Cherbourg,0
834,23,7.8542,M,0,0,3a,Southampton,0
835,18,8.3,M,0,0,3a,Southampton,0
836,39,83.1583,F,1,1,1a,Cherbourg,1
837,21,8.6625,M,0,0,3a,Southampton,0
838,28,8.05,M,0,0,3a,Southampton,0
839,32,56.4958,M,0,0,3a,Southampton,1
840,28,29.7,M,0,0,1a,Cherbourg,1
841,20,7925,M,0,0,3a,Southampton,0
842,16,10.5,M,0,0,2a,Southampton,0
843,30,31,F,0,0,1a,Cherbourg,1
844,34.5,6.4375,M,0,0,3a,Cherbourg,0
845,17,8.6625,M,0,0,3a,Southampton,0
846,42,7.55,M,0,0,3a,Southampton,0
847,28,69.55,M,8,2,3a,Southampton,0
848,35,7.8958,M,0,0,3a,Cherbourg,0
849,28,33,M,0,1,2a,Southampton,0
850,28,89.1042,F,1,0,1a,Cherbourg,1
851,4,31275,M,4,2,3a,Southampton,0
852,74,7775,M,0,0,3a,Southampton,0
853,9,15.2458,F,1,1,3a,Cherbourg,0
854,16,39.4,F,0,1,1a,Southampton,1
855,44,26,F,1,0,2a,Southampton,0
856,18,9.35,F,0,1,3a,Southampton,1
857,45,164.8667,F,1,1,1a,Southampton,1
858,51,26.55,M,0,0,1a,Southampton,1
859,24,19.2583,F,0,3,3a,Cherbourg,1
860,28,7.2292,M,0,0,3a,Cherbourg,0
861,41,14.1083,M,2,0,3a,Southampton,0
862,21,11.5,M,1,0,2a,Southampton,0
863,48,25.9292,F,0,0,1a,Southampton,1
864,28,69.55,F,8,2,3a,Southampton,0
865,24,13,M,0,0,2a,Southampton,0
866,42,13,F,0,0,2a,Southampton,1
867,27,13.8583,F,1,0,2a,Cherbourg,1
868,31,50.4958,M,0,0,1a,Southampton,0
869,28,9.5,M,0,0,3a,Southampton,0
870,4,11.1333,M,1,1,3a,Southampton,1
871,26,7.8958,M,0,0,3a,Southampton,0
872,47,52.5542,F,1,1,1a,Southampton,1
873,33,5,M,0,0,1a,Southampton,0
874,47,9,M,0,0,3a,Southampton,0
875,28,24,F,1,0,2a,Cherbourg,1
876,15,7225,F,0,0,3a,Cherbourg,1
877,20,9.8458,M,0,0,3a,Southampton,0
878,19,7.8958,M,0,0,3a,Southampton,0
